2023-07-31 14:00:19.081 CEST [7640] LOG:  checkpoint starting: time
2023-07-31 22:10:46.435 CEST [7640] LOG:  checkpoint starting: time
2023-07-31 22:10:46.795 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.329 s, sync=0.014 s, total=0.360 s; sync files=4, longest=0.006 s, average=0.004 s; distance=1 kB, estimate=1086 kB
2023-07-31 22:35:46.830 CEST [7640] LOG:  checkpoint starting: time
2023-07-31 22:35:47.198 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.335 s, sync=0.010 s, total=0.368 s; sync files=4, longest=0.004 s, average=0.003 s; distance=1 kB, estimate=977 kB
2023-08-01 19:09:58.903 CEST [7640] LOG:  checkpoint starting: time
2023-08-01 19:09:59.268 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.336 s, sync=0.010 s, total=0.365 s; sync files=4, longest=0.004 s, average=0.003 s; distance=1 kB, estimate=880 kB
2023-08-01 23:39:27.033 CEST [38684] ERROR:  relation "public.Event" does not exist at character 13
2023-08-01 23:39:27.033 CEST [38684] STATEMENT:  INSERT INTO "public"."Event" ("event_time","username","ip_address","action","data","created_at") VALUES ($1,$2,$3,$4,$5,$6) RETURNING "public"."Event"."id", "public"."Event"."event_time", "public"."Event"."username", "public"."Event"."ip_address", "public"."Event"."action", "public"."Event"."data", "public"."Event"."created_at"
2023-08-01 23:49:43.892 CEST [1380] ERROR:  relation "public.Event" does not exist at character 13
2023-08-01 23:49:43.892 CEST [1380] STATEMENT:  INSERT INTO "public"."Event" ("event_time","username","ip_address","action","data","created_at") VALUES ($1,$2,$3,$4,$5,$6) RETURNING "public"."Event"."id", "public"."Event"."event_time", "public"."Event"."username", "public"."Event"."ip_address", "public"."Event"."action", "public"."Event"."data", "public"."Event"."created_at"
2023-08-01 23:53:49.363 CEST [30660] LOG:  could not receive data from client: An established connection was aborted by the software in your host machine.
	
2023-08-01 23:53:49.443 CEST [12040] ERROR:  relation "_prisma_migrations" does not exist at character 126
2023-08-01 23:53:49.443 CEST [12040] STATEMENT:  SELECT "id", "checksum", "finished_at", "migration_name", "logs", "rolled_back_at", "started_at", "applied_steps_count" FROM "_prisma_migrations" ORDER BY "started_at" ASC
2023-08-01 23:53:50.094 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-01 23:53:50.120 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.006 s, total=0.027 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4228 kB, estimate=4228 kB
2023-08-01 23:53:50.388 CEST [23640] FATAL:  database "prisma_migrate_shadow_db_1c853d90-7fa9-416f-a72a-db2d8aea32b2" does not exist
2023-08-01 23:53:50.388 CEST [23640] DETAIL:  It seems to have just been dropped or renamed.
2023-08-01 23:53:51.059 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-01 23:53:51.109 CEST [7640] LOG:  checkpoint complete: wrote 8 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.015 s, sync=0.012 s, total=0.051 s; sync files=8, longest=0.003 s, average=0.002 s; distance=4233 kB, estimate=4233 kB
2023-08-01 23:56:15.647 CEST [12040] ERROR:  table "_prisma_migrations" does not exist
2023-08-01 23:56:15.647 CEST [12040] STATEMENT:  DROP TABLE _prisma_migrations
2023-08-01 23:56:16.669 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-01 23:56:16.790 CEST [7640] LOG:  checkpoint complete: wrote 51 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.054 s, sync=0.044 s, total=0.121 s; sync files=40, longest=0.005 s, average=0.002 s; distance=4444 kB, estimate=4444 kB
2023-08-01 23:56:18.282 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-01 23:56:18.308 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.006 s, total=0.027 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4229 kB, estimate=4422 kB
2023-08-01 23:56:18.693 CEST [12040] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-02 00:00:02.660 CEST [42808] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-02 00:00:03.187 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-02 00:00:03.244 CEST [7640] LOG:  checkpoint complete: wrote 46 buffers (0.3%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.018 s, sync=0.025 s, total=0.057 s; sync files=36, longest=0.002 s, average=0.001 s; distance=4419 kB, estimate=4422 kB
2023-08-02 00:00:03.960 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-02 00:00:03.983 CEST [7640] LOG:  checkpoint complete: wrote 14 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.009 s, total=0.024 s; sync files=12, longest=0.002 s, average=0.001 s; distance=4274 kB, estimate=4407 kB
2023-08-02 00:00:04.658 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-02 00:00:04.673 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.004 s, total=0.016 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4252 kB, estimate=4392 kB
2023-08-02 00:00:05.348 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-02 00:00:05.362 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.003 s, total=0.015 s; sync files=4, longest=0.001 s, average=0.001 s; distance=4252 kB, estimate=4378 kB
2023-08-02 00:00:05.557 CEST [172] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-02 00:00:53.308 CEST [6492] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-02 00:05:05.365 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 00:05:06.282 CEST [7640] LOG:  checkpoint complete: wrote 9 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.888 s, sync=0.010 s, total=0.917 s; sync files=7, longest=0.003 s, average=0.002 s; distance=18 kB, estimate=3942 kB
2023-08-02 04:06:02.654 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 04:06:03.345 CEST [7640] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.646 s, sync=0.015 s, total=0.692 s; sync files=6, longest=0.004 s, average=0.003 s; distance=19 kB, estimate=3549 kB
2023-08-02 14:53:44.719 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-02 14:53:44.766 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.009 s, sync=0.018 s, total=0.048 s; sync files=4, longest=0.007 s, average=0.005 s; distance=4253 kB, estimate=4253 kB
2023-08-02 14:53:45.518 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-02 14:53:45.538 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.005 s, total=0.020 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4253 kB, estimate=4253 kB
2023-08-02 14:53:46.202 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-02 14:53:46.226 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.006 s, total=0.025 s; sync files=4, longest=0.003 s, average=0.002 s; distance=4253 kB, estimate=4253 kB
2023-08-02 14:55:45.067 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-02 14:55:45.097 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.005 s, total=0.030 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4254 kB, estimate=4254 kB
2023-08-02 14:55:45.485 CEST [37364] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-02 15:00:45.111 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 15:00:49.620 CEST [7640] LOG:  checkpoint complete: wrote 42 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.444 s, sync=0.048 s, total=4.510 s; sync files=37, longest=0.004 s, average=0.002 s; distance=170 kB, estimate=3845 kB
2023-08-02 15:05:45.634 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 15:05:46.208 CEST [7640] LOG:  checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.547 s, sync=0.008 s, total=0.574 s; sync files=5, longest=0.003 s, average=0.002 s; distance=22 kB, estimate=3463 kB
2023-08-02 15:10:45.216 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 15:10:45.900 CEST [7640] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.661 s, sync=0.009 s, total=0.685 s; sync files=5, longest=0.003 s, average=0.002 s; distance=43 kB, estimate=3121 kB
2023-08-02 15:15:45.903 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 15:15:47.431 CEST [7640] LOG:  checkpoint complete: wrote 15 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.501 s, sync=0.008 s, total=1.528 s; sync files=6, longest=0.003 s, average=0.002 s; distance=30 kB, estimate=2812 kB
2023-08-02 15:20:45.441 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 15:20:46.005 CEST [7640] LOG:  checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.536 s, sync=0.008 s, total=0.564 s; sync files=5, longest=0.003 s, average=0.002 s; distance=24 kB, estimate=2533 kB
2023-08-02 18:13:07.288 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 18:13:08.190 CEST [7640] LOG:  checkpoint complete: wrote 9 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.871 s, sync=0.011 s, total=0.903 s; sync files=5, longest=0.004 s, average=0.003 s; distance=62 kB, estimate=2286 kB
2023-08-02 18:18:07.194 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 18:18:08.080 CEST [7640] LOG:  checkpoint complete: wrote 9 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.861 s, sync=0.007 s, total=0.886 s; sync files=5, longest=0.003 s, average=0.002 s; distance=44 kB, estimate=2062 kB
2023-08-02 19:13:07.176 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 19:13:07.752 CEST [7640] LOG:  checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.545 s, sync=0.012 s, total=0.576 s; sync files=5, longest=0.005 s, average=0.003 s; distance=23 kB, estimate=1858 kB
2023-08-02 22:41:48.194 CEST [7640] LOG:  checkpoint starting: time
2023-08-02 22:41:49.973 CEST [7640] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.749 s, sync=0.009 s, total=1.779 s; sync files=6, longest=0.003 s, average=0.002 s; distance=23 kB, estimate=1674 kB
2023-08-03 00:02:28.786 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 00:02:29.368 CEST [7640] LOG:  checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.551 s, sync=0.012 s, total=0.583 s; sync files=5, longest=0.004 s, average=0.003 s; distance=25 kB, estimate=1509 kB
2023-08-03 00:07:28.368 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 00:07:29.034 CEST [7640] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.646 s, sync=0.009 s, total=0.667 s; sync files=6, longest=0.003 s, average=0.002 s; distance=33 kB, estimate=1362 kB
